payload,label,type
"echo,hello world",benign,echo
"run_cmd,SUB 7 67 -23",malicious,cmd_parse_error
"run_cmd,SUB 17 95 -21",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB -494 -269",benign,math
"run_cmd,SUB -99 NaN",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,ADD -79 -29 -80",malicious,cmd_parse_error
"rn_cmd,ADD -17 -12",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"start_temp_report,1",benign,temp
"run_cmd,SUB -786 -354",benign,math
"run_cmd,ADD -588 637",benign,math
"run_cmd,SUB -63 X",malicious,cmd_parse_error
"run_cmd,ADD 23 6 40",malicious,cmd_parse_error
"run_cmd,SUB -54 -13 42",malicious,cmd_parse_error
"run_cmd,ADD 877 -229",benign,math
"run_cmd,echo temperature normal",benign,echo
"run,ADD 16 45",malicious,cmd_parse_error
"run_cmd,SUB 9 -63 49",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,SUB -68 17 -15",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,ADD 0 -22 -88",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"echo,done",benign,echo
"run_cmd,SUB 27 X",malicious,cmd_parse_error
"run_cmd,ADD -753 -862",benign,math
"start_temp_report,1",benign,temp
"run_cmd,echo done",benign,echo
"run_cmd,SUB 701 -881",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB -69 abc",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -241 -910",benign,math
"run_cmd,ADD -744 412",benign,math
"start_temp_report,NaN",malicious,temp_error
"runcmd,ADD -32 4",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"echo,device ready",benign,echo
"run_cmd,SUB -96 -71 61",malicious,cmd_parse_error
"run_cmd,SUB 679 -225",benign,math
"run_cmd,SUB -481 -255",benign,math
"echo,temperature normal",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo temperature normal",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"echo,temperature normal",benign,echo
"run_cmd,ADD 519 537",benign,math
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,ADD 26 X",malicious,cmd_parse_error
"run_cmd,SUB -563 -47",benign,math
"start_temp_report,xyz",benign,temp
"echo,done",benign,echo
"run_cmd,ADD -802 -190",benign,math
"start_temp_report,abc",benign,temp
"start_temp_report,xyz",benign,temp
"start_temp_report,5",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,ADD -436 -786",benign,math
"run_cmd,ADD 99 8 -63",malicious,cmd_parse_error
"run_cmd,SUB -17 94 -62",malicious,cmd_parse_error
"eco,ADD -2 12",malicious,cmd_parse_error
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,ADD -82 abc",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,hi && shutdown now",malicious,cmdi
"echo,system ok",benign,echo
"echo,<script>alert(1)</script>",malicious,cmdi
"echo,system ok",benign,echo
"echo,device ready",benign,echo
"start_temp_report,10",benign,temp
"run_cmd,ADD 52 -33 52",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB 23 -10 -7",malicious,cmd_parse_error
"run_cmd,SUB 715 -412",benign,math
"run_cmd,SUB 70 62 -38",malicious,cmd_parse_error
"echo,system ok",benign,echo
"eco,ADD 46 -24",malicious,cmd_parse_error
"run_cmd,SUB -188 -433",benign,math
"ech,ADD -12 -15",malicious,cmd_parse_error
"run_cmd,SUB 15 X",malicious,cmd_parse_error
"run_cmd,ADD 264 813",benign,math
"start_temp_report,5",benign,temp
"start_temp_report,abc",benign,temp
"run_cmd,SUB 90 30 4",malicious,cmd_parse_error
"run_cmd,ADDd 69 98",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD 52 -473",benign,math
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB -24 -20 48",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,ADD -14 1.5",malicious,cmd_parse_error
"run_cmd,SUB -53 -13 -84",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo device ready",benign,echo
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,ADD 82 1.5",malicious,cmd_parse_error
"runcmd,ADD -37 8",malicious,cmd_parse_error
"run_cmd,SU -73 71",malicious,cmd_parse_error
"run_cmd,ADD -90 abc",malicious,cmd_parse_error
"runcmd,ADD 31 -43",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,ADD -61 NaN",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"run_cmd,SUB 78 26 -10",malicious,cmd_parse_error
"run_cmd,ADD 692 -887",benign,math
"start_temp_report,xyz",benign,temp
"run_cmd,ADD -92 358",benign,math
"run_cmd,SUB 10 NaN",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"rn_cmd,ADD 28 -12",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"start_temp_report,1",benign,temp
"run_cmd,ADD 32 -47 33",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB 811 -846",benign,math
"start_temp_report,10",benign,temp
"run_cmd,ADD 268 -824",benign,math
"echo,abc123",benign,echo
"run_cmd,ADD -58 -55 -47",malicious,cmd_parse_error
"run_cmd,ADD -48 51 31",malicious,cmd_parse_error
"run_cmd,SUB -40 -89 -47",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,SUB -41 90 -74",malicious,cmd_parse_error
"run_cmd,ADD 892 -459",benign,math
"ech,ADD 35 -15",malicious,cmd_parse_error
"run_cmd,ADD 589 484",benign,math
"start_temp_report,-1",malicious,temp_error
"echo,temperature normal",benign,echo
"run_cmd,ADD 231 613",benign,math
"echo,abc123",benign,echo
"start_temp_report,60",benign,temp
"start_temp_report,10",benign,temp
"run_cmd,SUB -8 -33 79",malicious,cmd_parse_error
"rn_cmd,ADD 12 -13",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"run_cmd,SUB -23 abc",malicious,cmd_parse_error
"run_cmd,SUB 925 619",benign,math
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB -760 -53",benign,math
"echo,hello world",benign,echo
"runcmd,ADD 42 -13",malicious,cmd_parse_error
"run_cmd,ADD 70 1.5",malicious,cmd_parse_error
"run_cmd,SUB -729 -396",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB -236 567",benign,math
"echo,device ready",benign,echo
"start_temp_report,xyz",benign,temp
"run_cmd,SUBB -31 -57",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB 659 467",benign,math
"run_cmd,ADD -421 284",benign,math
"rn_cmd,ADD 28 11",malicious,cmd_parse_error
"run_cmd,SUB -50 -29 42",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"echo,hello world",benign,echo
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,SUB 29 X",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"start_temp_report,1",benign,temp
"run_cmd,echo system ok",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,SUB 86 48 11",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,SU -44 40",malicious,cmd_parse_error
"run_cmd,ADD 541 429",benign,math
"echo,<script>alert(1)</script>",malicious,cmdi
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,ADD 686 -839",benign,math
"start_temp_report,10",benign,temp
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB 26 90 -91",malicious,cmd_parse_error
"run_cmd,ADD 41 -92 -26",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD 46 -13 39",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,temperature normal",benign,echo
"start_temp_report,xyz",benign,temp
"run_cmd,SUB -3 27 -51",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,ADD 0 43 -55",malicious,cmd_parse_error
"run_cmd,SUB 725 583",benign,math
"run_cmd,SUB -73 NaN",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -855 833",benign,math
"start_temp_report,1",benign,temp
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,SUB -88 X",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"start_temp_report,1",benign,temp
"run_cmd,ADD -707 -93",benign,math
"echo,temperature normal",benign,echo
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,ADD 2 -41 -26",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"echo,hello world",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,SUB 86 88 74",malicious,cmd_parse_error
"run_cmd,SU -2 -87",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"start_temp_report,1.5",malicious,temp_error
"rn_cmd,ADD -27 18",malicious,cmd_parse_error
"run_cmd,AD 90 75",malicious,cmd_parse_error
"runcmd,ADD -44 -22",malicious,cmd_parse_error
"run_cmd,ADD 678 -544",benign,math
"run_cmd,ADD -43 abc",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,SU 87 31",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo abc123",benign,echo
"eco,ADD 6 17",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB 9 NaN",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,SUB -226 -364",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB -78 13 -90",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB -527 668",benign,math
"start_temp_report,10",benign,temp
"echo,device ready",benign,echo
"start_temp_report,1.5",malicious,temp_error
"run_cmd,ADD 49 1.5",malicious,cmd_parse_error
"run_cmd,ADD -56 1.5",malicious,cmd_parse_error
"run_cmd,ADD -291 -57",benign,math
"run_cmd,echo device ready",benign,echo
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUM -89 13",malicious,cmd_parse_error
"echo,name=$USER; id",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,ADD -992 668",benign,math
"run_cmd,echo hello world",benign,echo
"echo,hello world",benign,echo
"run_cmd,ADD -632 336",benign,math
"run_cmd,ADD 93 31 -48",malicious,cmd_parse_error
"run_cmd,SUB -10 X",malicious,cmd_parse_error
"run_cmd,ADD 38 1.5",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,ADD 76 NaN",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB 672 -188",benign,math
"run_cmd,echo system ok",benign,echo
"echo,hello world",benign,echo
"echo,device ready",benign,echo
"run_cmd,SUB -295 -731",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,SUB -3 1.5",malicious,cmd_parse_error
"run_cmd,SUB -12 43 -51",malicious,cmd_parse_error
"run_cmd,SUB -72 1.5",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,SUB 386 -804",benign,math
"run_cmd,SUM 50 34",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"start_temp_report,xyz",benign,temp
"echo,hello world",benign,echo
"run_cmd,echo hello world",benign,echo
"start_temp_report,NaN",malicious,temp_error
"run_cmd,SUB 227 400",benign,math
"echo,done",benign,echo
"start_temp_report,abc",malicious,temp_error
"run_cmd,echo abc123",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,SUB -638 -613",benign,math
"rn_cmd,ADD 24 -50",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"start_temp_report,xyz",benign,temp
"run,ADD 40 -9",malicious,cmd_parse_error
"run_cmd,AD 39 44",malicious,cmd_parse_error
"run_cmd,SUB 87 1.5",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"echo,hi && shutdown now",malicious,cmdi
"start_temp_report,xyz",benign,temp
"run_cmd,SUB -32 abc",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB 44 NaN",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD -152 -35",benign,math
"run_cmd,ADD 58 1.5",malicious,cmd_parse_error
"run_cmd,ADD -409 703",benign,math
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -11 X",malicious,cmd_parse_error
"run_cmd,ADD 99 -54 -20",malicious,cmd_parse_error
"run_cmd,ADD 86 X",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,ADD 468 98",benign,math
"run_cmd,SUB -53 -15 97",malicious,cmd_parse_error
"run_cmd,PLUS 82 -66",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,SUM 90 67",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB -786 -754",benign,math
"run_cmd,SUB 232 745",benign,math
"run_cmd,ADD -785 -329",benign,math
"run_cmd,SUB -605 807",benign,math
"run_cmd,SUB 0 NaN",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,ADD 52 58 -43",malicious,cmd_parse_error
"run_cmd,ADDd 68 4",malicious,cmd_parse_error
"run_cmd,ADD 836 813",benign,math
"echo,device ready",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB 14 abc",malicious,cmd_parse_error
"run_cmd,ADD 604 391",benign,math
"run_cmd,echo abc123",benign,echo
"runcmd,ADD 17 -1",malicious,cmd_parse_error
"ech,ADD 6 10",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,echo done",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run,ADD -39 -46",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,ADD 203 -641",benign,math
"start_temp_report,NaN",malicious,temp_error
"run_cmd,ADD 72 -28 -78",malicious,cmd_parse_error
"echo,device ready",benign,echo
"echo,abc123",benign,echo
"run_cmd,ADD -69 -83 27",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,echo system ok",benign,echo
"echo,device ready",benign,echo
"start_temp_report,5",benign,temp
"run_cmd,PLUS -94 -63",malicious,cmd_parse_error
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB 486 698",benign,math
"eco,ADD -2 -15",malicious,cmd_parse_error
"run_cmd,ADD -915 -26",benign,math
"run_cmd,SUB -883 404",benign,math
"run_cmd,ADD -329 796",benign,math
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"start_temp_report,5",benign,temp
"run_cmd,SUM 51 23",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"echo,done",benign,echo
"start_temp_report,1.5",malicious,temp_error
"ech,ADD -27 0",malicious,cmd_parse_error
"run_cmd,SUB -839 -556",benign,math
"run_cmd,SUB -144 43",benign,math
"run_cmd,ADD -238 -550",benign,math
"start_temp_report,0",malicious,temp_error
"run_cmd,echo device ready",benign,echo
"run_cmd,SU 35 72",malicious,cmd_parse_error
"run_cmd,ADD -63 1.5",malicious,cmd_parse_error
"rn_cmd,ADD 40 2",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,ADD -6 171",benign,math
"run_cmd,SUB 914 214",benign,math
"start_temp_report,1.5",malicious,temp_error
"run_cmd,SUB 87 abc",malicious,cmd_parse_error
"run_cmd,ADD 88 94 -72",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,temperature normal",benign,echo
"run_cmd,SUB -414 909",benign,math
"start_temp_report,10",benign,temp
"start_temp_report,abc",benign,temp
"start_temp_report,60",benign,temp
"run_cmd,SUB 407 999",benign,math
"run_cmd,SUB 390 -344",benign,math
"echo,temperature normal",benign,echo
"run_cmd,echo done",benign,echo
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,SUB -703 307",benign,math
"echo,value > /tmp/leak",malicious,cmdi
"rn_cmd,ADD 1 20",malicious,cmd_parse_error
"run_cmd,SUB 84 2 89",malicious,cmd_parse_error
"run_cmd,SUB 62 NaN",malicious,cmd_parse_error
"run_cmd,ADD -32 1.5",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB 29 NaN",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUM -46 -48",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD 31 NaN",malicious,cmd_parse_error
"run_cmd,ADD -846 437",benign,math
"run_cmd,echo device ready",benign,echo
"run_cmd,SU 100 81",malicious,cmd_parse_error
"run_cmd,ADD 76 -31 25",malicious,cmd_parse_error
"echo,device ready",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,SUB 72 -90 -77",malicious,cmd_parse_error
"run,ADD 37 -33",malicious,cmd_parse_error
"run_cmd,SUB -61 -42 83",malicious,cmd_parse_error
"run_cmd,ADD 6 61 -97",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"ech,ADD -11 -15",malicious,cmd_parse_error
"run_cmd,SUB 345 -252",benign,math
"echo,hello world",benign,echo
"run_cmd,ADD 8 33 -47",malicious,cmd_parse_error
"run_cmd,SUB 37 1.5",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"run_cmd,SUB -535 -103",benign,math
"run_cmd,SUB -95 abc",malicious,cmd_parse_error
"run_cmd,SUB 521 594",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 43 abc",malicious,cmd_parse_error
"run_cmd,ADD -590 851",benign,math
"echo,done",benign,echo
"run_cmd,echo hello world",benign,echo
"eco,ADD -39 13",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"echo,done",benign,echo
"echo,done",benign,echo
"ech,ADD 30 11",malicious,cmd_parse_error
"run_cmd,ADD -51 87 -24",malicious,cmd_parse_error
"echo,device ready",benign,echo
"echo,system ok",benign,echo
"run_cmd,SUB 75 NaN",malicious,cmd_parse_error
"run_cmd,SUB 91 -25 44",malicious,cmd_parse_error
"run_cmd,SUB 97 X",malicious,cmd_parse_error
"run_cmd,SUB 215 214",benign,math
"run_cmd,ADD 38 46 -16",malicious,cmd_parse_error
"eco,ADD -17 0",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,ADDd -29 20",malicious,cmd_parse_error
"run_cmd,AD -22 55",malicious,cmd_parse_error
"run_cmd,SUB 80 X",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,SUM 88 54",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,SUB -59 31 9",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"echo,done",benign,echo
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD 37 98 46",malicious,cmd_parse_error
"echo,hello world",benign,echo
"eco,ADD -14 -22",malicious,cmd_parse_error
"echo,system ok",benign,echo
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB 62 36 84",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,echo temperature normal",benign,echo
"echo,value > /tmp/leak",malicious,cmdi
"echo,hi && shutdown now",malicious,cmdi
"start_temp_report,-1",malicious,temp_error
"run_cmd,SUB -66 X",malicious,cmd_parse_error
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,ADD 41 46",benign,math
"start_temp_report,abc",benign,temp
"run_cmd,ADD 496 -402",benign,math
"run_cmd,ADD -950 -195",benign,math
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB 81 46 -81",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"echo,system ok",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD -22 NaN",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"echo,done",benign,echo
"run_cmd,SUBB 2 45",malicious,cmd_parse_error
"run_cmd,ADD -69 NaN",malicious,cmd_parse_error
"run_cmd,ADD -768 212",benign,math
"eco,ADD -11 -49",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
